num_critic_for_reviews,gross,movie_title,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes
61.0,30306268.0,Assassins ,62981,84.0,6.3,0
90.0,33864342.0,Mickey Blue Eyes ,29968,117.0,5.8,445
41.0,444354.0,Clockwatchers ,4049,111.0,6.4,166
37.0,34308901.0,Malibu's Most Wanted ,15939,87.0,5.1,0
222.0,4440055.0,Bright Star ,21360,110.0,7.0,0
9.0,2850263.0,Airborne ,5061,70.0,6.2,0
32.0,9975684.0,Dirty Work ,20033,117.0,6.4,679
35.0,1687311.0,Tango ,2412,40.0,7.2,539
63.0,33423521.0,Street Fighter ,53115,282.0,3.8,0
171.0,43097652.0,No Reservations ,59068,128.0,6.3,0
132.0,41523271.0,Bandits ,57038,261.0,6.6,0
186.0,6167817.0,A Very Long Engagement ,62607,239.0,7.7,0
103.0,31585300.0,The Wedding Date ,38248,250.0,6.1,0
16.0,700000.0,Les visiteurs ,24438,78.0,7.0,0
26.0,883887.0,Princess Kaiulani ,1201,14.0,6.2,0
95.0,33927476.0,The Relic ,19176,165.0,5.7,956
25.0,978908.0,Thr3e ,4057,90.0,5.1,250
34.0,19900000.0,Vampire in Brooklyn ,17262,53.0,4.5,1000
41.0,1046166.0,Undiscovered ,2599,45.0,4.2,128
96.0,21005329.0,Van Wilder: Party Liaison ,89128,258.0,6.4,0
48.0,27445.0,Salvation Boulevard ,3788,31.0,5.3,1000
136.0,6923891.0,Take Me Home Tonight ,43867,83.0,6.3,0
74.0,1282084.0,Jesus' Son ,6221,87.0,7.0,500
93.0,19447478.0,Valiant ,15788,80.0,5.6,538
5.0,33598.0,"I Love You, Don't Touch Me! ",405,15.0,5.4,97
167.0,13248477.0,Case 39 ,60555,174.0,6.2,0
116.0,75367693.0,Garfield ,58961,232.0,5.0,795
94.0,1172769.0,Find Me Guilty ,28068,108.0,7.1,0
152.0,25799043.0,The Lazarus Effect ,28513,126.0,5.2,0
42.0,36000000.0,The Robe ,6359,69.0,6.8,0
152.0,19976073.0,Assault on Precinct 13 ,65979,220.0,6.3,999
121.0,25871834.0,Superhero Movie ,52052,173.0,4.5,0
207.0,59588068.0,Gothika ,89557,376.0,5.8,0
182.0,3519627.0,The Brothers Bloom ,41737,105.0,6.9,0
84.0,8044906.0,Mad Hot Ballroom ,3156,65.0,7.5,588
160.0,10105505.0,Swimming Pool ,35065,288.0,6.8,0
91.0,39251128.0,Anna and the King ,31080,217.0,6.7,0
97.0,23650000.0,The Best Years of Our Lives ,40359,235.0,8.1,0
120.0,40932372.0,The Siege ,58023,281.0,6.3,0
9.0,2209479.0,The Christmas Candle ,844,34.0,5.8,962
155.0,2708188.0,Chéri ,8924,43.0,6.2,0
80.0,1309849.0,Nicholas Nickleby ,9395,103.0,7.2,0
86.0,1293295.0,Dogtown and Z-Boys ,10366,88.0,7.7,0
85.0,377420.0,Coming Home ,2789,20.0,7.3,0
16.0,240425.0,"Gandhi, My Father ",1311,25.0,7.4,133
118.0,183662.0,Little White Lies ,18395,48.0,7.1,0
105.0,51185897.0,The Living Daylights ,69457,271.0,6.7,0
98.0,33643461.0,Marmaduke ,11257,65.0,4.2,0
198.0,71148699.0,The Spiderwick Chronicles ,68935,125.0,6.6,0
76.0,38536376.0,Spy Kids: All the Time in the World in 4D ,15866,83.0,3.6,0
68.0,354704.0,Prison ,2705,38.0,5.9,314
12.0,9658370.0,The Perfect Match ,1180,9.0,4.5,740
130.0,90820.0,Carriers ,35510,119.0,6.0,0
4.0,2024854.0,The Work and the Glory II: American Zion ,564,21.0,6.6,19
7.0,4074023.0,Sea Rex 3D: Journey to a Prehistoric World ,296,4.0,6.9,89
20.0,10555348.0,We're No Angels ,17349,42.0,6.0,855
104.0,72755517.0,Jackass Number Two ,56595,196.0,7.1,641
81.0,8134217.0,Cadillac Records ,15412,90.0,7.0,0
86.0,14448589.0,Life or Something Like It ,19364,128.0,5.8,835
111.0,6830957.0,Moonlight Mile ,11983,147.0,6.7,365
29.0,41067398.0,Money Talks ,22748,41.0,6.1,666
74.0,2276368.0,Riding Giants ,3849,37.0,7.9,0
25.0,5694308.0,Who's Your Caddy? ,13815,46.0,2.0,446
12.0,19281235.0,House Party 2 ,3571,11.0,5.1,232
95.0,26494611.0,Blast from the Past ,48621,239.0,6.6,0
59.0,48114556.0,Fat Albert ,9380,91.0,4.3,531
99.0,617228.0,I Served the King of England ,6183,27.0,7.4,1000
51.0,12372410.0,Ready to Rumble ,11709,101.0,5.3,650
44.0,90485233.0,Madea Goes to Jail ,9544,45.0,4.1,804
51.0,32800000.0,Striptease ,34896,118.0,4.3,877
86.0,9589875.0,The Express ,16673,45.0,7.3,0
27.0,56007.0,Harvard Man ,3754,69.0,4.9,113
78.0,37606.0,Defendor ,31836,90.0,6.8,0
118.0,55747724.0,Free Birds ,18042,73.0,5.9,0
63.0,16574731.0,54 ,27675,181.0,5.8,0
12.0,27012.0,Redemption Road ,440,9.0,5.9,279
83.0,10106233.0,Prom ,12702,32.0,5.4,0
122.0,1247453.0,Tristram Shandy: A Cock and Bull Story ,11202,123.0,6.8,750
136.0,17804273.0,The Contender ,20449,370.0,7.0,1000
93.0,16088610.0,Imagine That ,10417,39.0,5.6,610
106.0,3525161.0,Blood and Chocolate ,15388,190.0,5.5,0
95.0,22434.0,The Last Big Thing ,334,17.0,6.9,43
178.0,80360866.0,Zookeeper ,44662,127.0,5.2,0
110.0,1523883.0,Murderball ,9037,70.0,7.8,0
232.0,1487477.0,Night Watch ,47097,310.0,6.5,0
10.0,7557877.0,The Jerky Boys ,2129,37.0,4.6,138
123.0,15126948.0,Halloween: The Curse of Michael Myers ,20815,335.0,4.9,0
167.0,41814863.0,Exorcist: The Beginning ,28635,308.0,5.1,893
70.0,3034181.0,The Guru ,13622,128.0,5.4,550
72.0,70360285.0,Mortal Kombat ,81783,283.0,5.8,0
129.0,63600000.0,Thunderball ,82073,275.0,7.0,0
80.0,20763013.0,Jaws: The Revenge ,30840,383.0,2.8,0
161.0,5824.0,Eden Lake ,57811,357.0,6.8,0
212.0,3766595.0,The Class ,29248,86.0,7.5,0
129.0,221210.0,World's Greatest Dad ,31964,129.0,6.9,0
16.0,49851591.0,Legal Eagles ,7900,34.0,5.9,263
110.0,480314.0,DOA: Dead or Alive ,38503,180.0,4.8,0
20.0,10070000.0,Mrs. Winterbourne ,5668,50.0,6.2,491
57.0,27052167.0,The Big Hit ,24834,168.0,6.1,934
201.0,6610326.0,The Savages ,32188,127.0,7.2,0
76.0,12181484.0,Envy ,26390,176.0,4.8,713
34.0,13801755.0,The Man Who Knew Too Little ,23928,100.0,6.6,0
43.0,20200.0,Song One ,6797,21.0,5.8,0
248.0,33313582.0,The Informant! ,52888,175.0,6.5,0
85.0,671240.0,Imagine Me & You ,23023,149.0,6.9,0
116.0,46495.0,Margaret ,12053,119.0,6.5,0
49.0,792966.0,The Toxic Avenger Part II ,4663,40.0,5.1,321
101.0,34703228.0,Take the Lead ,21767,127.0,6.7,0
85.0,4414535.0,Hamlet ,30618,224.0,7.8,0
31.0,3293258.0,Pootie Tang ,11399,131.0,5.2,0
126.0,603943.0,Mean Creek ,26407,154.0,7.3,1000
4.0,1711.0,The Looking Glass ,82,1.0,6.6,175
98.0,17324744.0,Just My Luck ,44103,149.0,5.3,0
226.0,40168080.0,Legion ,80870,315.0,5.2,0
9.0,17382982.0,Addicted ,5975,33.0,5.2,0
29.0,8600000.0,The Bounty ,17982,95.0,7.0,1000
112.0,152857.0,Welcome to the Rileys ,19979,56.0,7.0,0
159.0,278821.0,Life During Wartime ,5465,37.0,6.5,0
10.0,2119994.0,The Nutcracker ,1153,15.0,5.7,238
64.0,32095318.0,What's the Worst That Could Happen? ,12466,84.0,5.5,304
128.0,17071230.0,Small Time Crooks ,31169,192.0,6.7,812
10.0,21199.0,Born to Fly: Elizabeth Streb vs. Gravity ,40,10.0,6.8,44
153.0,7156725.0,American Dreamz ,22639,217.0,5.5,300
64.0,3100650.0,Soul Survivors ,7277,181.0,3.9,231
44.0,13264986.0,American Outlaws ,12077,162.0,6.0,433
116.0,7496522.0,The Curse of the Jade Scorpion ,31798,178.0,6.8,826
104.0,67962333.0,Guess Who ,33887,160.0,5.9,919
248.0,373060.0,Fish Tank ,47385,112.0,7.3,0
53.0,37600435.0,First Knight ,55350,180.0,5.9,0
88.0,3895664.0,L'auberge espagnole ,34383,149.0,7.3,0
144.0,5542025.0,For Your Consideration ,12197,150.0,6.3,650
1.0,333658.0,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,97,2.0,7.1,16
16.0,872643.0,Ta Ra Rum Pum ,2909,37.0,5.4,108
91.0,41229.0,Blood Ties ,14612,41.0,6.5,0
64.0,12398628.0,Undisputed ,21542,88.0,6.1,977
81.0,15464026.0,Loser ,23076,158.0,5.3,1000
112.0,15935068.0,Jason Goes to Hell: The Final Friday ,19331,317.0,4.3,949
12.0,174682.0,The Business of Fancydancing ,460,14.0,6.9,96
75.0,6471394.0,The Big Bounce ,15880,93.0,4.9,288
38.0,1027119.0,Urbania ,2742,73.0,7.0,72
32.0,13829734.0,Highlander: The Final Dimension ,16194,79.0,4.3,319
91.0,19179969.0,Beerfest ,54710,177.0,6.3,0
169.0,9639242.0,I Don't Know How She Does It ,16437,68.0,4.9,0
71.0,9059588.0,Dark Blue ,17261,125.0,6.6,455
24.0,12438.0,Nothing But a Man ,891,26.0,8.1,363
18.0,4308981.0,Meet the Deedles ,2265,37.0,3.9,839
97.0,37882551.0,Not Another Teen Movie ,80305,393.0,5.7,0
34.0,12793213.0,Mystic Pizza ,18286,73.0,6.2,0
64.0,4595000.0,Little Voice ,13892,160.0,7.0,915
166.0,10268846.0,Whiteout ,31918,142.0,5.5,0
29.0,15447.0,An Alan Smithee Film: Burn Hollywood Burn ,2971,85.0,3.5,89
40.0,144431.0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1290,13.0,7.3,587
5.0,3105269.0,Compadres ,368,8.0,5.0,174
10.0,1165104.0,Housefull ,8598,43.0,5.3,250
136.0,7691700.0,Sarah's Key ,12937,73.0,7.5,0
95.0,5204007.0,Formula 51 ,42876,167.0,6.3,0
121.0,75764085.0,The Family Man ,85844,322.0,6.7,0
111.0,14131298.0,The Messenger: The Story of Joan of Arc ,55889,390.0,6.4,0
117.0,750100.0,Palo Alto ,19752,61.0,6.3,0
31.0,59847242.0,My Girl ,55895,115.0,6.8,0
34.0,10400000.0,The Scarlet Letter ,12037,90.0,5.1,943
103.0,16346122.0,White Oleander ,25549,171.0,7.2,0
149.0,20772796.0,Whale Rider ,34232,346.0,7.6,0
33.0,21370057.0,Raising Cain ,9903,80.0,6.0,541
37.0,418953.0,Killing Zoe ,17322,93.0,6.5,853
85.0,17311.0,The Dead Girl ,12304,73.0,6.7,799
83.0,30050028.0,Road House ,42987,201.0,6.5,0
91.0,3222857.0,Water ,12560,147.0,7.8,0
129.0,6852144.0,Willard ,15169,213.0,6.2,0
126.0,23360779.0,Reindeer Games ,31113,212.0,5.7,852
112.0,90636983.0,The Game Plan ,44021,83.0,6.2,0
39.0,11827301.0,Breakin' All the Rules ,4247,26.0,5.5,266
92.0,16017403.0,O ,17333,153.0,6.2,0
31.0,13052741.0,Ghosts of Mississippi ,8531,57.0,6.7,591
105.0,1127331.0,Osama ,7559,77.0,7.4,0
9.0,703.0,The Jimmy Show ,480,21.0,5.4,47
15.0,13854000.0,My Stepmother Is an Alien ,21079,55.0,5.2,818
49.0,14375181.0,Ishtar ,8692,126.0,4.2,754
95.0,14000000.0,Creepshow 2 ,15956,118.0,6.0,1000
251.0,7774730.0,Slither ,61912,352.0,6.5,0
186.0,10137232.0,Domino ,58015,374.0,6.0,0
90.0,57651794.0,The Benchwarmers ,40651,209.0,5.6,0
137.0,11642254.0,Halloween 5 ,22929,287.0,5.2,926
43.0,617172.0,Trekkies ,4407,75.0,7.0,672
193.0,7501404.0,Barney's Version ,21086,87.0,7.3,0
41.0,3101301.0,Supercross ,3926,38.0,4.0,353
55.0,57176582.0,Next Friday ,27492,84.0,6.1,0
124.0,992238.0,My Summer of Love ,16349,103.0,6.8,869
19.0,821997.0,Déjà Vu ,666,40.0,7.0,91
191.0,31990064.0,Paper Towns ,63390,160.0,6.4,0
18.0,20186.0,L!fe Happens ,6025,15.0,5.7,995
81.0,26161406.0,Ramona and Beezus ,13874,52.0,6.7,0
15.0,2507106.0,Grace Unplugged ,2561,21.0,6.1,0
50.0,19693891.0,Summer Catch ,12993,107.0,4.9,476
34.0,22717758.0,The Magic Sword: Quest for Camelot ,11156,67.0,6.2,0
36.0,146083.0,The Land Girls ,1591,27.0,6.3,75
43.0,728.0,Out of the Blue ,2776,22.0,7.3,285
58.0,120620.0,It's All Gone Pete Tong ,16828,67.0,7.4,0
23.0,16153600.0,Mo' Better Blues ,8295,30.0,6.5,720
91.0,21569041.0,Black or White ,8058,57.0,6.6,0
90.0,1071240.0,When Did You Last See Your Father? ,3571,34.0,6.9,429
37.0,7059537.0,Phat Girlz ,8279,101.0,3.0,837
65.0,50668906.0,The Hurricane ,76016,265.0,7.6,0
121.0,434417.0,Savage Grace ,8867,65.0,5.9,0
54.0,2964.0,Vamps ,7444,42.0,5.1,0
81.0,16295774.0,Howard the Duck ,33669,269.0,4.6,0
105.0,33105600.0,I Spy ,41663,141.0,5.4,531
198.0,40076438.0,Righteous Kill ,73368,248.0,6.0,0
65.0,766487.0,The Ten ,15315,117.0,5.0,915
255.0,26297.0,Kill List ,25750,209.0,6.3,0
151.0,7948159.0,Punisher: War Zone ,48999,280.0,6.0,0
26.0,36497.0,"Surfer, Dude ",7367,37.0,4.7,850
62.0,6712451.0,Town & Country ,4102,89.0,4.4,53
53.0,13300000.0,Woodstock ,12631,63.0,8.1,0
46.0,371081.0,House of D ,7479,86.0,7.0,857
27.0,50003300.0,Little Women ,36624,132.0,7.3,0
45.0,39399750.0,Rugrats Go Wild ,5674,35.0,5.6,329
97.0,26284475.0,Love the Coopers ,9051,68.0,5.7,0
77.0,38413606.0,Midnight Run ,54042,215.0,7.6,0
21.0,508867.0,Madison ,1033,26.0,6.5,282
110.0,7362100.0,The Squid and the Whale ,60295,232.0,7.4,0
78.0,304124.0,The Holy Girl ,2720,37.0,6.7,57
43.0,20101861.0,Multiplicity ,24757,81.0,6.0,0
74.0,568695.0,Down in the Valley ,16617,110.0,6.5,412
87.0,540085.0,Romance & Cigarettes ,10052,69.0,6.3,0
83.0,60491560.0,Kiss the Girls ,50653,143.0,6.6,0
172.0,24984868.0,The November Man ,50056,152.0,6.3,0
90.0,128937.0,The Eclipse ,2437,31.0,6.2,580
111.0,15500000.0,The Thirteenth Floor ,51996,302.0,7.0,0
217.0,66637.0,The Messenger ,29608,92.0,7.2,0
27.0,124720.0,"Lovely, Still ",1560,15.0,7.3,777
104.0,50026353.0,Home on the Range ,13581,88.0,5.4,304
109.0,4839383.0,Hollywood Ending ,21613,148.0,6.6,762
116.0,4360548.0,Solitary Man ,13371,60.0,6.4,0
186.0,16235293.0,Black Christmas ,19918,278.0,4.5,0
52.0,85300000.0,Stripes ,48629,134.0,6.9,0
164.0,22531698.0,Babylon A.D. ,81523,214.0,5.6,0
175.0,33631221.0,The Gambler ,48562,145.0,6.0,0
25.0,2148212.0,A Dog of Flanders ,781,20.0,6.3,157
176.0,13746550.0,Hit and Run ,29322,104.0,6.1,0
19.0,10305534.0,I Got the Hook Up ,1721,38.0,3.9,280
81.0,137945.0,The Last Five Years ,6223,40.0,5.9,0
93.0,58220776.0,Bicentennial Man ,87785,362.0,6.8,0
222.0,3014541.0,Albert Nobbs ,19616,98.0,6.7,0
154.0,15709385.0,Pride and Glory ,53053,132.0,6.7,0
84.0,406035.0,The Believer ,30314,159.0,7.2,0
5.0,1250798.0,The Singles Ward ,1099,53.0,6.4,43
53.0,4835968.0,Extreme Ops ,4821,82.0,4.5,158
23.0,2223990.0,DysFunktional Family ,761,14.0,6.6,26
11.0,243347.0,Civil Brand ,553,24.0,5.3,86
52.0,13235267.0,Daddy Day Camp ,12339,32.0,2.9,256
167.0,17797316.0,Going the Distance ,50523,113.0,6.3,0
77.0,11546543.0,The Legend of Drunken Master ,34520,146.0,7.6,0
69.0,19158074.0,Tuck Everlasting ,17983,127.0,6.7,0
107.0,65269010.0,Step Up ,90938,271.0,6.5,0
125.0,37879996.0,Bedazzled ,81888,254.0,6.0,0
71.0,403932.0,The Claim ,5254,92.0,6.5,141
83.0,15102127.0,"The Goods: Live Hard, Sell Hard ",17790,59.0,5.8,0
38.0,57362581.0,The Specialist ,50148,116.0,5.4,0
55.0,22770864.0,Joe Somebody ,8433,85.0,5.5,168
61.0,4777007.0,Just Visiting ,15130,98.0,5.8,565
21.0,8119205.0,A Simple Wish ,4288,21.0,5.4,517
137.0,45356386.0,The Legend of Zorro ,71574,244.0,5.9,951
25.0,26539321.0,Harriet the Spy ,7984,42.0,5.9,833
72.0,11702090.0,Sydney White ,37700,50.0,6.3,0
29.0,279282.0,The Battle of Shaker Heights ,3806,49.0,6.1,150
77.0,82569532.0,Cheaper by the Dozen 2 ,42737,128.0,5.4,781
195.0,21426805.0,The Darkest Hour ,49312,211.0,4.9,0
83.0,1040879.0,Bottle Rocket ,54478,184.0,7.1,0
26.0,32230907.0,Kevin Hart: Let Me Explain ,6062,30.0,6.7,0
86.0,69688384.0,The Kid ,34473,139.0,6.1,0
145.0,4930798.0,The Apparition ,16268,108.0,4.1,0
11.0,4692814.0,Held Up ,2870,34.0,5.1,77
55.0,81022333.0,Congo ,34471,147.0,5.0,0
46.0,5600000.0,Mary Reilly ,11913,97.0,5.8,616
105.0,41482207.0,Gremlins 2: The New Batch ,68428,148.0,6.3,0
181.0,15854988.0,Far from Heaven ,36542,378.0,7.4,0
78.0,198407.0,Sherrybaby ,10282,78.0,6.6,474
125.0,15279680.0,Bangkok Dangerous ,48245,154.0,5.4,0
25.0,10696.0,Shade ,10771,65.0,6.4,413
82.0,4170647.0,East Is East ,14548,161.0,6.9,1000
148.0,37481242.0,The Back-up Plan ,40654,97.0,5.3,0
168.0,1477002.0,The Diary of a Teenage Girl ,16645,72.0,6.9,0
69.0,51431160.0,A Cinderella Story ,62861,232.0,5.9,0
172.0,5023275.0,Three Burials ,34194,199.0,7.5,0
63.0,115862.0,The Greatest ,7394,50.0,6.7,0
45.0,2275557.0,Showdown in Little Tokyo ,12561,102.0,6.0,0
66.0,18595716.0,Aquamarine ,30462,150.0,5.3,0
17.0,869325.0,Beastmaster 2: Through the Portal of Time ,2281,16.0,3.8,125
161.0,35096190.0,Intolerable Cruelty ,76560,322.0,6.3,0
55.0,61400000.0,National Lampoon's Vacation ,71183,183.0,7.4,0
165.0,60470220.0,Shanghai Knights ,81444,192.0,6.2,955
111.0,48472213.0,Miss Congeniality 2: Armed and Fabulous ,51252,156.0,5.0,621
108.0,50300000.0,A View to a Kill ,68565,300.0,6.3,0
169.0,26814957.0,The Other Boleyn Girl ,84357,252.0,6.7,0
76.0,349618.0,Two Evil Eyes ,4302,45.0,6.1,375
146.0,56932305.0,Shanghai Noon ,96690,293.0,6.6,0
36.0,4063.0,Inescapable ,2086,20.0,5.2,657
