num_critic_for_reviews,gross,movie_title,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes
31,13052741,Ghosts of Mississippi ,8531,57,6.7,591
105,1127331,Osama ,7559,77,7.4,0
9,703,The Jimmy Show ,480,21,5.4,47
15,13854000,My Stepmother Is an Alien ,21079,55,5.2,818
49,14375181,Ishtar ,8692,126,4.2,754
95,14000000,Creepshow 2 ,15956,118,6,1000
251,7774730,Slither ,61912,352,6.5,0
186,10137232,Domino ,58015,374,6,0
90,57651794,The Benchwarmers ,40651,209,5.6,0
137,11642254,Halloween 5 ,22929,287,5.2,926
43,617172,Trekkies ,4407,75,7,672
193,7501404,Barney's Version ,21086,87,7.3,0
41,3101301,Supercross ,3926,38,4,353
55,57176582,Next Friday ,27492,84,6.1,0
124,992238,My Summer of Love ,16349,103,6.8,869
19,821997,Déjà Vu ,666,40,7,91
191,31990064,Paper Towns ,63390,160,6.4,0
18,20186,L!fe Happens ,6025,15,5.7,995
81,26161406,Ramona and Beezus ,13874,52,6.7,0
15,2507106,Grace Unplugged ,2561,21,6.1,0
50,19693891,Summer Catch ,12993,107,4.9,476
34,22717758,The Magic Sword: Quest for Camelot ,11156,67,6.2,0
36,146083,The Land Girls ,1591,27,6.3,75
43,728,Out of the Blue ,2776,22,7.3,285
58,120620,It's All Gone Pete Tong ,16828,67,7.4,0
23,16153600,Mo' Better Blues ,8295,30,6.5,720
91,21569041,Black or White ,8058,57,6.6,0
90,1071240,When Did You Last See Your Father? ,3571,34,6.9,429
37,7059537,Phat Girlz ,8279,101,3,837
65,50668906,The Hurricane ,76016,265,7.6,0
121,434417,Savage Grace ,8867,65,5.9,0
54,2964,Vamps ,7444,42,5.1,0
81,16295774,Howard the Duck ,33669,269,4.6,0
105,33105600,I Spy ,41663,141,5.4,531
198,40076438,Righteous Kill ,73368,248,6,0
65,766487,The Ten ,15315,117,5,915
255,26297,Kill List ,25750,209,6.3,0
151,7948159,Punisher: War Zone ,48999,280,6,0
26,36497,"Surfer, Dude ",7367,37,4.7,850
62,6712451,Town & Country ,4102,89,4.4,53
53,13300000,Woodstock ,12631,63,8.1,0
46,371081,House of D ,7479,86,7,857
27,50003300,Little Women ,36624,132,7.3,0
45,39399750,Rugrats Go Wild ,5674,35,5.6,329
97,26284475,Love the Coopers ,9051,68,5.7,0
77,38413606,Midnight Run ,54042,215,7.6,0
21,508867,Madison ,1033,26,6.5,282
110,7362100,The Squid and the Whale ,60295,232,7.4,0
78,304124,The Holy Girl ,2720,37,6.7,57
43,20101861,Multiplicity ,24757,81,6,0
74,568695,Down in the Valley ,16617,110,6.5,412
87,540085,Romance & Cigarettes ,10052,69,6.3,0
83,60491560,Kiss the Girls ,50653,143,6.6,0
172,24984868,The November Man ,50056,152,6.3,0
90,128937,The Eclipse ,2437,31,6.2,580
111,15500000,The Thirteenth Floor ,51996,302,7,0
217,66637,The Messenger ,29608,92,7.2,0
27,124720,"Lovely, Still ",1560,15,7.3,777
104,50026353,Home on the Range ,13581,88,5.4,304
109,4839383,Hollywood Ending ,21613,148,6.6,762
116,4360548,Solitary Man ,13371,60,6.4,0
186,16235293,Black Christmas ,19918,278,4.5,0
52,85300000,Stripes ,48629,134,6.9,0
164,22531698,Babylon A.D. ,81523,214,5.6,0
175,33631221,The Gambler ,48562,145,6,0
25,2148212,A Dog of Flanders ,781,20,6.3,157
176,13746550,Hit and Run ,29322,104,6.1,0
19,10305534,I Got the Hook Up ,1721,38,3.9,280
81,137945,The Last Five Years ,6223,40,5.9,0
93,58220776,Bicentennial Man ,87785,362,6.8,0
222,3014541,Albert Nobbs ,19616,98,6.7,0
154,15709385,Pride and Glory ,53053,132,6.7,0
84,406035,The Believer ,30314,159,7.2,0
5,1250798,The Singles Ward ,1099,53,6.4,43
53,4835968,Extreme Ops ,4821,82,4.5,158
23,2223990,DysFunktional Family ,761,14,6.6,26
11,243347,Civil Brand ,553,24,5.3,86
52,13235267,Daddy Day Camp ,12339,32,2.9,256
167,17797316,Going the Distance ,50523,113,6.3,0
77,11546543,The Legend of Drunken Master ,34520,146,7.6,0
69,19158074,Tuck Everlasting ,17983,127,6.7,0
107,65269010,Step Up ,90938,271,6.5,0
125,37879996,Bedazzled ,81888,254,6,0
71,403932,The Claim ,5254,92,6.5,141
83,15102127,"The Goods: Live Hard, Sell Hard ",17790,59,5.8,0
38,57362581,The Specialist ,50148,116,5.4,0
55,22770864,Joe Somebody ,8433,85,5.5,168
61,4777007,Just Visiting ,15130,98,5.8,565
21,8119205,A Simple Wish ,4288,21,5.4,517
137,45356386,The Legend of Zorro ,71574,244,5.9,951
25,26539321,Harriet the Spy ,7984,42,5.9,833
72,11702090,Sydney White ,37700,50,6.3,0
29,279282,The Battle of Shaker Heights ,3806,49,6.1,150
77,82569532,Cheaper by the Dozen 2 ,42737,128,5.4,781
195,21426805,The Darkest Hour ,49312,211,4.9,0
83,1040879,Bottle Rocket ,54478,184,7.1,0
26,32230907,Kevin Hart: Let Me Explain ,6062,30,6.7,0
86,69688384,The Kid ,34473,139,6.1,0
145,4930798,The Apparition ,16268,108,4.1,0
11,4692814,Held Up ,2870,34,5.1,77
55,81022333,Congo ,34471,147,5,0
46,5600000,Mary Reilly ,11913,97,5.8,616
105,41482207,Gremlins 2: The New Batch ,68428,148,6.3,0
181,15854988,Far from Heaven ,36542,378,7.4,0
78,198407,Sherrybaby ,10282,78,6.6,474
125,15279680,Bangkok Dangerous ,48245,154,5.4,0
25,10696,Shade ,10771,65,6.4,413
82,4170647,East Is East ,14548,161,6.9,1000
148,37481242,The Back-up Plan ,40654,97,5.3,0
168,1477002,The Diary of a Teenage Girl ,16645,72,6.9,0
69,51431160,A Cinderella Story ,62861,232,5.9,0
172,5023275,Three Burials ,34194,199,7.5,0
63,115862,The Greatest ,7394,50,6.7,0
45,2275557,Showdown in Little Tokyo ,12561,102,6,0
66,18595716,Aquamarine ,30462,150,5.3,0
17,869325,Beastmaster 2: Through the Portal of Time ,2281,16,3.8,125
161,35096190,Intolerable Cruelty ,76560,322,6.3,0
55,61400000,National Lampoon's Vacation ,71183,183,7.4,0
165,60470220,Shanghai Knights ,81444,192,6.2,955
111,48472213,Miss Congeniality 2: Armed and Fabulous ,51252,156,5,621
108,50300000,A View to a Kill ,68565,300,6.3,0
169,26814957,The Other Boleyn Girl ,84357,252,6.7,0
76,349618,Two Evil Eyes ,4302,45,6.1,375
146,56932305,Shanghai Noon ,96690,293,6.6,0
36,4063,Inescapable ,2086,20,5.2,657
224,10640645,The Gunman ,28429,110,5.8,0
173,273420,Southland Tales ,32671,238,5.5,0
112,3629758,The Chorus ,44151,110,7.9,0
62,7070459,How She Move ,4600,18,3.3,238
34,231417,The Swindle ,1649,21,6.6,33
61,28399192,The Crocodile Hunter: Collision Course ,5663,106,5.4,332
53,447093,Dekalog             ,12591,37,9.1,0
100,29374178,Bless the Child ,12093,188,5.1,394
67,13383737,Bullets Over Broadway ,29385,86,7.5,979
56,2040920,El Mariachi ,52055,130,6.9,0
111,4829497,The Libertine ,31433,260,6.4,0
127,10460089,Narc ,34098,214,7.2,1000
166,316842,Good Kill ,15756,68,6.4,0
113,15738632,3000 Miles to Graceland ,38076,399,5.9,0
64,14792779,Radio Days ,24256,91,7.6,0
51,533344,Masked and Anonymous ,3972,95,5.5,655
107,10037390,Godzilla 2000 ,5442,140,6,339
29,6982680,Screwed ,6965,69,5.7,262
25,48856,Madadayo ,3466,40,7.5,355
92,75597042,The Rookie ,26434,174,7,0
161,15152879,The Last Exorcism Part II ,13506,68,4,0
112,23078294,Stay Alive ,25870,281,5.1,0
22,2580,I Love Your Work ,1618,40,5.4,63
103,8742261,Street Fighter: The Legend of Chun-Li ,19824,179,3.7,0
112,38916903,Earth to Echo ,15664,149,5.8,0
146,30538669,The Sitter ,60202,114,5.7,0
112,63260,Renaissance ,14325,90,6.7,0
146,26199517,Blood Work ,34356,260,6.4,705
93,140016,Baghead ,3507,40,6,443
140,67286731,Hidalgo ,67856,345,6.7,0
181,2508841,Frozen River ,21746,93,7.2,0
44,37788228,Head of State ,15046,80,5.4,638
95,27779888,The Edge ,55913,182,6.9,0
77,15712072,Paparazzi ,13210,138,5.8,269
125,7825820,The Night Listener ,13086,156,5.9,576
53,7830611,Hoop Dreams ,18980,74,8.3,0
225,214966,The Killer Inside Me ,28483,176,6.1,0
128,3203044,Anything Else ,25165,155,6.4,827
5,4914,Antarctic Edge: 70° South ,123,2,7,215
101,37752931,Autumn in New York ,20201,180,5.5,0
85,5709616,El crimen del padre Amaro ,11088,110,6.8,544
29,1332,Detention of the Dead ,2038,20,4.6,898
84,15427192,Drowning Mona ,11768,148,5.6,492
168,19377727,The Producers ,35140,409,6.4,0
60,4064333,Tank Girl ,24790,173,5.2,0
49,10429707,Moms' Night Out ,10483,125,5.4,0
123,31968347,Leaving Las Vegas ,93894,286,7.6,0
160,56729973,Saw V ,88529,262,5.8,0
101,190666,"A Woman, a Gun and a Noodle Shop ",2410,20,5.7,784
25,69800000,Private Benjamin ,18140,60,6.1,855
97,60054449,Species ,61018,140,5.8,0
141,63695760,Mona Lisa Smile ,61490,264,6.4,0
129,20566327,Keanu ,15385,84,6.4,0
15,4357000,Bogus ,5176,30,5.3,350
67,5000000,"The Beast from 20,000 Fathoms ",4812,88,6.7,465
121,31899000,Dressed to Kill ,23986,201,7.1,0
144,49875589,Red Tails ,28807,273,5.9,0
52,529766,Things to Do in Denver When You're Dead ,22345,144,6.8,0
158,37339525,Out of Sight ,71708,307,7,0
77,39025000,Dead Man Walking ,73193,190,7.6,0
124,42044321,Spanglish ,65668,342,6.5,0
94,31526393,Anacondas: The Hunt for the Blood Orchid ,22243,144,4.6,686
28,12055,The Living Wake ,739,10,6.5,339
73,16647384,Unaccompanied Minors ,8398,56,5.1,498
198,31691811,Quarantine ,57446,369,6,0
127,67253092,Coach Carter ,92702,209,7.2,0
118,3335839,Harsh Times ,54657,222,7,0
49,1631839,Gun Shy ,5936,91,5.7,242
140,46363118,Boogeyman ,25960,389,4.1,1000
98,12831121,Wicker Park ,44979,298,7,0
135,3432342,The Barbarian Invasions ,24921,166,7.7,0
19,1200000,Excessive Force ,922,23,5.1,107
63,18636537,The Quick and the Dead ,69197,216,6.4,0
14,18435,One to Another ,1010,15,5.8,104
61,46300000,"It's a Mad, Mad, Mad, Mad World ",29323,344,7.6,0
208,2694973,Half Nelson ,70885,189,7.2,0
72,8326035,The Man ,21933,76,5.5,676
65,7369373,Witchboard ,4288,74,5.7,0
60,4091,Thunder and the House of Magic ,4265,16,6.3,0
108,145118,Carlos             ,10111,36,7.7,0
78,58255287,Littleman ,39471,187,4.3,0
112,11905519,The Protector ,30210,214,7.1,0
30,3275585,Romeo Is Bleeding ,10735,88,6.6,561
72,57750000,Cleopatra ,21554,192,7,0
107,73023275,Hotel for Dogs ,16271,57,5.4,1000
137,8111360,Dirty Pretty Things ,34848,203,7.4,0
118,44737059,The Replacements ,48322,261,6.5,0
6,35688,Not Cool ,4167,72,5.1,0
61,6088249,Grandma's Boy ,67853,202,7,0
60,317040,The Yellow Handkerchief ,6723,36,6.8,1000
105,73701902,Christmas with the Kranks ,27548,209,5.2,0
145,60269340,Baby Mama ,34079,97,6,0
51,246574,My Dog Tulip ,1272,15,6.9,675
81,7282851,Phantasm II ,9502,100,6.5,812
169,59475623,The Stepford Wives ,49739,407,5.2,0
66,4814244,Slackers ,12437,107,5.3,405
82,5518918,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,73,6.9,307
43,100240,A Lego Brickumentary ,1220,11,6.8,0
177,24520892,Unleashed ,85198,303,7,0
111,13367101,Friends with Money ,19715,166,5.9,515
158,16930884,88 Minutes ,65628,262,5.9,0
96,3041803,The House of Mirth ,6377,181,7.1,345
